activity_id,name,cluster_id,category,subcategory,data_status,romantic_score,authentic_score,duration_min,area,payload_json
PFO-A011,Tzelefos Medieval Bridge,C12,Culture & Heritage,Medieval Bridge / Nature,Verified,10,10,60,Agios Nikolaos / Paphos Forest,"{""Activity_ID"": ""PFO-A011"", ""Activity_Name"": ""Tzelefos Medieval Bridge"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Medieval Bridge / Nature"", ""District"": ""Paphos"", ""Area"": ""Agios Nikolaos / Paphos Forest"", ""Full_Address_or_Access_Point"": ""Tzelefos Bridge, Agios Nikolaos area, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/highlights/"", ""Opening_Days"": ""Open landmark; check mountain-road conditions"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Nature"", ""Best_Time_of_Day"": ""Morning / afternoon"", ""Weather_Sensitivity"": ""Rain/road conditions"", ""Accessibility_or_Access_Notes"": ""Forest-road access"", ""Source_Primary"": ""https://www.visitpafos.org.cy/highlights/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/the-real-thing/rural-pafos/?lang=el"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A011"", ""Notes"": ""Largest Venetian medieval bridge in Cyprus, highlighted by ETAP."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A012,Agia Paraskevi Byzantine Church,C02,Culture & Heritage,Byzantine Church,Verified,8,10,45,Geroskipou,"{""Activity_ID"": ""PFO-A012"", ""Activity_Name"": ""Agia Paraskevi Byzantine Church"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Byzantine Church"", ""District"": ""Paphos"", ""Area"": ""Geroskipou"", ""Full_Address_or_Access_Point"": ""Geroskipou village, Paphos"", ""Latitude"": 34.759486, ""Longitude"": 32.452944, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/rural/sites-monuments/agia-paraskevi-byzantine-church-geroskipou-village-2/"", ""Phone"": ""+357 26 821000"", ""Opening_Days"": ""Monday–Saturday; Sunday by request"", ""Opening_Hours"": ""08:30–13:00 / 14:00–16:30"", ""Typical_Duration_Min"": 45, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Indoor / Heritage"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture / Authentic Cyprus"", ""Best_Time_of_Day"": ""Daytime"", ""Weather_Sensitivity"": ""Low"", ""Accessibility_or_Access_Notes"": ""Active church"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/rural/sites-monuments/agia-paraskevi-byzantine-church-geroskipou-village-2/"", ""Source_Secondary"": ""https://www.mcw.gov.cy/da"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A012"", ""Notes"": ""Rare five-domed Byzantine church."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.6875, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:30 to 16:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A013,Archaeological Park of Kato Pafos,C01,Culture & Heritage,Archaeology / UNESCO,Verified,8,10,120,Kato Paphos,"{""Activity_ID"": ""PFO-A013"", ""Activity_Name"": ""Archaeological Park of Kato Pafos"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Archaeology / UNESCO"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Kato Pafos"", ""Website"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/archaeological-park-of-kato-pafos-paphos/"", ""Phone"": ""+357 26 306 217"", ""Opening_Days"": ""Daily; closed Christmas Day, New Year's Day, Orthodox Easter Sunday"", ""Opening_Hours"": ""16 Apr–15 Sep: 08:30–19:30; 16 Sep–15 Apr: 08:30–17:00"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture"", ""Accessibility_or_Access_Notes"": ""Partially wheelchair accessible"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/archaeological-park-of-kato-pafos-paphos/"", ""Source_Secondary"": ""https://www.mcw.gov.cy/da"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Experiences"", ""Source_Record_ID"": ""MASTER:PFO-A013"", ""Notes"": ""UNESCO site. Best scheduled morning or late afternoon in hot weather."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.8125, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:30 to 19:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A014,Early Christian Basilica – St Paul's Pillar – Chrysopolitissa / Agia Kyriaki,C01,Culture & Heritage,Religious / Early Christian Site,Verified,9,10,45,Kato Paphos,"{""Activity_ID"": ""PFO-A014"", ""Activity_Name"": ""Early Christian Basilica – St Paul's Pillar – Chrysopolitissa / Agia Kyriaki"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Religious / Early Christian Site"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Kato Pafos"", ""Latitude"": 34.757805, ""Longitude"": 32.414246, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/early-christian-basilica-st-paul-s-pillar-chrysopolitissa-agia-kyriaki-church/"", ""Opening_Days"": ""Subject to active church/site conditions"", ""Opening_Hours"": ""Daylight; service times vary"", ""Typical_Duration_Min"": 45, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture / Heritage"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Low"", ""Accessibility_or_Access_Notes"": ""Respect worship/services"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/early-christian-basilica-st-paul-s-pillar-chrysopolitissa-agia-kyriaki-church/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A014"", ""Notes"": ""Major Christian heritage site."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A015,Pafos Medieval Castle,C01,Culture & Heritage,Medieval Castle,Verified,10,10,45,Kato Paphos,"{""Activity_ID"": ""PFO-A015"", ""Activity_Name"": ""Pafos Medieval Castle"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Medieval Castle"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Harbour Area, Kato Pafos"", ""Latitude"": 34.753619, ""Longitude"": 32.406937, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/pafos-paphos-castle/"", ""Phone"": ""+357 26 306217"", ""Opening_Days"": ""Daily; closed Public Holidays"", ""Opening_Hours"": ""16 Apr–15 Sep 08:30–19:30; 16 Sep–15 Apr 08:30–17:00"", ""Typical_Duration_Min"": 45, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture / Romantic"", ""Best_Time_of_Day"": ""Late afternoon / sunset"", ""Weather_Sensitivity"": ""Low"", ""Accessibility_or_Access_Notes"": ""Easy harbour access"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/pafos-paphos-castle/"", ""Source_Secondary"": ""https://www.mcw.gov.cy/da"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A015"", ""Notes"": ""Essential harbour landmark."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.8125, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:30 to 19:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A016,Saranta Kolones (Forty Columns) Castle,C01,Culture & Heritage,Byzantine / Medieval Ruins,Verified,7,10,30,Kato Paphos,"{""Activity_ID"": ""PFO-A016"", ""Activity_Name"": ""Saranta Kolones (Forty Columns) Castle"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Byzantine / Medieval Ruins"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Within Kato Pafos Archaeological Park"", ""Website"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/saranta-kolones-forty-columns-castle/"", ""Opening_Days"": ""Follows Archaeological Park access"", ""Opening_Hours"": ""Follows Archaeological Park hours"", ""Typical_Duration_Min"": 30, ""Price_Range"": ""Included / €"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Heat sensitive"", ""Accessibility_or_Access_Notes"": ""Treat as sub-stop within Archaeological Park"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/saranta-kolones-forty-columns-castle/"", ""Source_Secondary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/archaeological-park-of-kato-pafos-paphos/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Final official-source enrichment"", ""Source_Record_ID"": ""MASTER:PFO-A016"", ""Notes"": ""Important park sub-site."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No parsable operating window."", ""Time_Slot_Usable"": ""No""}"
PFO-A017,Tombs of the Kings,C01,Culture & Heritage,Archaeology / UNESCO,Verified,8,10,75,Kato Paphos,"{""Activity_ID"": ""PFO-A017"", ""Activity_Name"": ""Tombs of the Kings"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Archaeology / UNESCO"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Kato Pafos"", ""Website"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/tombs-of-the-kings/"", ""Phone"": ""+357 26 306 217"", ""Opening_Days"": ""Daily; closed Christmas Day, New Year's Day, Orthodox Easter Sunday"", ""Opening_Hours"": ""16 Apr–15 Sep: 08:30–19:30; 16 Sep–15 Apr: 08:30–17:00"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""No"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture"", ""Accessibility_or_Access_Notes"": ""Partially wheelchair accessible; view from above only"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/tombs-of-the-kings/"", ""Source_Secondary"": ""https://www.mcw.gov.cy/da"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Experiences"", ""Source_Record_ID"": ""MASTER:PFO-A017"", ""Notes"": ""Avoid midday during heatwaves; strong cultural/photographic value."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.8125, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:30 to 19:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A018,Chrysorrogiatissa Monastery,C09,Culture & Heritage,Monastery / Scenic Culture,Verified,8,10,60,Panagia,"{""Activity_ID"": ""PFO-A018"", ""Activity_Name"": ""Chrysorrogiatissa Monastery"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Monastery / Scenic Culture"", ""District"": ""Paphos"", ""Area"": ""Panagia"", ""Full_Address_or_Access_Point"": ""37 km northeast of Pafos"", ""Latitude"": 34.910043, ""Longitude"": 32.618889, ""Website"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/chrysorrogiatissa-monastery/"", ""Phone"": ""+357 26 722 457"", ""Opening_Days"": ""Daily; treasury closed Public Holidays"", ""Opening_Hours"": ""May–Aug: 09:30–12:30 / 13:30–18:30; Sep–Apr: 10:00–12:30 / 13:30–16:00"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Conditional"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Authentic Cyprus"", ""Accessibility_or_Access_Notes"": ""Treasury only upon request"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/culture/sites-and-monuments/chrysorrogiatissa-monastery/"", ""Source_Secondary"": ""https://www.visitcyprus.com/discover-cyprus/regions-cities/pafos-regions-cities/the-pafos-paphos-region/"", ""Last_Verified"": ""2026-08-25"", ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Experiences"", ""Source_Record_ID"": ""MASTER:PFO-A018"", ""Notes"": ""Beautiful natural surroundings; pair with Panagia village/wine-country itineraries."", ""Parsed_Open_Time"": 0.3958333333333333, ""Parsed_Close_Time"": 0.7708333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 09:30 to 18:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A019,Pano Arodes Village Walk & Saint Kalandionas,C04,Culture & Heritage,Traditional Village / Church,Verified,9,10,60,Pano Arodes,"{""Activity_ID"": ""PFO-A019"", ""Activity_Name"": ""Pano Arodes Village Walk & Saint Kalandionas"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Traditional Village / Church"", ""District"": ""Paphos"", ""Area"": ""Pano Arodes"", ""Full_Address_or_Access_Point"": ""Pano Arodes village, Laona plateau"", ""Website"": ""https://www.visitpafos.org.cy/points-of-interest/saint-kalandionas-pano-arodes-village/"", ""Opening_Days"": ""Village/open church access; respect worship times"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Authentic Cyprus"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Accessibility_or_Access_Notes"": ""Traditional lanes, stone homes and church; near Akamas"", ""Source_Primary"": ""https://www.visitpafos.org.cy/points-of-interest/saint-kalandionas-pano-arodes-village/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/?page_id=8513"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A019"", ""Notes"": ""Romantic village stroll with folklore associated with love."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A020,Panagia Village Cultural Walk,C09,Culture & Heritage,Mountain Village / Culture,Verified,10,10,90,Pano Panagia,"{""Activity_ID"": ""PFO-A020"", ""Activity_Name"": ""Panagia Village Cultural Walk"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Mountain Village / Culture"", ""District"": ""Paphos"", ""Area"": ""Pano Panagia"", ""Full_Address_or_Access_Point"": ""Pano Panagia village, Paphos"", ""Website"": ""https://www.visitcyprus.com/discover-cyprus/rural/villages-rural/panagia-village-2/"", ""Opening_Days"": ""Village open; individual museums/venues have separate hours"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Authentic Cyprus"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Accessibility_or_Access_Notes"": ""Altitude approx. 850m; wineries and Makarios heritage nearby"", ""Source_Primary"": ""https://www.visitcyprus.com/discover-cyprus/rural/villages-rural/panagia-village-2/"", ""Source_Secondary"": ""https://www.agrotourism.com.cy/panayia"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A020"", ""Notes"": ""Core mountain-village experience with wine, history and nature."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A021,Skarfos Medieval Bridge,C07,Culture & Heritage,Medieval Bridge / Rural Landmark,Verified,8,10,45,Simou,"{""Activity_ID"": ""PFO-A021"", ""Activity_Name"": ""Skarfos Medieval Bridge"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Medieval Bridge / Rural Landmark"", ""District"": ""Paphos"", ""Area"": ""Simou"", ""Full_Address_or_Access_Point"": ""Skarfos Bridge, Simou area, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/digital-experience/?lang=ru"", ""Opening_Days"": ""Open landmark"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 45, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Nature"", ""Best_Time_of_Day"": ""Daytime"", ""Accessibility_or_Access_Notes"": ""Rural access; precise parking point to map before launch"", ""Source_Primary"": ""https://www.visitpafos.org.cy/digital-experience/?lang=ru"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/off-the-beaten-track/nature/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A021"", ""Notes"": ""Useful Simou/Chrysochous inland stop."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A022,Panagia tou Sinti Monastery,C09,Culture & Heritage,Monastery / Remote Heritage,Verified,9,10,60,Xeros Valley,"{""Activity_ID"": ""PFO-A022"", ""Activity_Name"": ""Panagia tou Sinti Monastery"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Monastery / Remote Heritage"", ""District"": ""Paphos"", ""Area"": ""Xeros Valley"", ""Full_Address_or_Access_Point"": ""Panagia tou Sinti Monastery, Xeros Valley, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/active-pafos/climbing-and-mountaineering/"", ""Opening_Days"": ""Open heritage site; access conditions should be checked"", ""Opening_Hours"": ""Daylight"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture"", ""Best_Time_of_Day"": ""Morning / afternoon"", ""Weather_Sensitivity"": ""Remote-road/weather conditions"", ""Accessibility_or_Access_Notes"": ""Remote valley setting; vehicle/access check required"", ""Source_Primary"": ""https://www.visitpafos.org.cy/active-pafos/climbing-and-mountaineering/"", ""Source_Secondary"": ""https://www.brief.com.cy/sites/default/files/2023-06/CYPRUS_ITINERARIES.pdf"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""New Research"", ""Source_Record_ID"": ""MASTER:PFO-A022"", ""Notes"": ""Europa Nostra-restored monastery in a highly atmospheric rural valley."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No explicit clock range; daylight/open-landmark logic only."", ""Time_Slot_Usable"": ""No""}"
PFO-A023,Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions,C04,Culture & Heritage | Culture & Indoor,Rural Culture / Crafts | Rural Life / Crafts Museum,Verified,9,10,75,Droushia,"{""Activity_ID"": ""PFO-A023"", ""Activity_Name"": ""Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions"", ""Category"": ""Culture & Heritage | Culture & Indoor"", ""Subcategory"": ""Rural Culture / Crafts | Rural Life / Crafts Museum"", ""District"": ""Paphos"", ""Area"": ""Droushia"", ""Full_Address_or_Access_Point"": ""Droushia Village | Droushia Village, 29 km west of Pafos"", ""Website"": ""https://www.visitpafos.org.cy/?page_id=30337"", ""Phone"": ""+357 26 332 561"", ""Opening_Days"": ""Monday–Sunday"", ""Opening_Hours"": ""Sep–Jun 08:30–14:30; Jul–Aug 09:00–13:00"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Indoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Authentic Cyprus"", ""Accessibility_or_Access_Notes"": ""Live demonstrations may vary by day"", ""Source_Primary"": ""https://www.visitpafos.org.cy/?page_id=30337"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/the-real-thing/?lang=el"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Experiences | Indoor"", ""Source_Record_ID"": ""MASTER:PFO-A023"", ""Notes"": ""Excellent Droushia/Akamas countryside experience; artisans may demonstrate weaving, embroidery, gourds and flute making. | Live artisan demonstrations may include weaving, silk-cocoon embroidery, gourd painting and flute making; free guided tour usually provided."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.6041666666666666, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 08:30 to 14:30. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A024,Sea and Culture Museum Interactive Visit | Sea and Culture Museum,C05,Culture & Heritage | Culture & Indoor,Interactive Maritime Museum | Maritime / Interactive Museum,Verified,8,9,75,Polis Chrysochous,"{""Activity_ID"": ""PFO-A024"", ""Activity_Name"": ""Sea and Culture Museum Interactive Visit | Sea and Culture Museum"", ""Category"": ""Culture & Heritage | Culture & Indoor"", ""Subcategory"": ""Interactive Maritime Museum | Maritime / Interactive Museum"", ""District"": ""Paphos"", ""Area"": ""Polis Chrysochous"", ""Full_Address_or_Access_Point"": ""Polis Chrysochous, Paphos"", ""Website"": ""https://www.visitpafos.org.cy/a-proud-heritage/museums/"", ""Phone"": ""+357 26 270 370"", ""Opening_Days"": ""Season-dependent"", ""Opening_Hours"": ""Nov–Mar Mon–Fri 09:00–16:00, Sat 09:00–14:00; Apr–Oct Tue–Fri 10:00–17:00, Sat–Sun 10:00–16:00 | Nov–Mar Mon–Fri 09:00–16:00, Sat 09:00–14:00, Sun closed; Apr–Oct Mon closed, Tue–Fri 10:00–17:00, Sat–Sun 10:00–16:00"", ""Typical_Duration_Min"": 75, ""Price_Range"": ""€"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Indoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Yes"", ""Heatwave_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 9, ""Couple_Style"": ""Culture"", ""Accessibility_or_Access_Notes"": ""VR/AR and interactive displays"", ""Source_Primary"": ""https://www.visitpafos.org.cy/a-proud-heritage/museums/"", ""Last_Verified"": 46259, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Experiences | Indoor"", ""Source_Record_ID"": ""MASTER:PFO-A024"", ""Notes"": ""Useful high-quality indoor alternative for Anassa/Polis/Latchi users. | Four exhibition halls plus interactive games and VR/AR; particularly valuable as Polis/Latchi rain/heat alternative."", ""Parsed_Open_Time"": 0.375, ""Parsed_Close_Time"": 0.7083333333333334, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Parsed explicit range from text: 09:00 to 17:00. Seasonal/multiple-session details may still require recheck."", ""Time_Slot_Usable"": ""Yes""}"
