Hotel_ID,Hotel_Name,Hotel_Cluster,Activity_ID,Activity_Name,Activity_Cluster,Planning_Travel_Band,Recommended_for_Day1,Weather_Fit,Romantic_Score,Data_Status
PFO-H027,Louis Paphos Breeze,C01,PFO-A031,Kato Akourdaleia Folk Art Museum,C04,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A032,Palaipafos Museum / Sanctuary of Aphrodite,C02,15–30 min,Yes,Rain,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A033,Kritou Terra Environmental Study Centre,C04,30–45 min,No,Rain + Heat,7,Draft
PFO-H027,Louis Paphos Breeze,C01,PFO-A034,Archaeological Museum of the Pafos District,C01,0–15 min,Yes,Rain + Heat,6,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A035,Pafos Ethnographical Museum,C01,0–15 min,Yes,Rain + Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A040,Agios Neophytos Monastery Museum & Enkleistra,C08,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A041,Old Town Pafos Crafts & Municipal Market Walk,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A042,Sterna Boutique Winery & Wine Museum,C04,30–45 min,Conditional,Rain,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A043,Vasilikon Winery,C04,30–45 min,Conditional,Rain,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A044,Tsangarides Winery,C08,15–30 min,Yes,Rain,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A045,Makarounas Vineyards,C08,15–30 min,Yes,Rain,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A046,Fikardos Winery,C08,15–30 min,Yes,Rain,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A052,Ezousa Circular Nature Trail,C08,15–30 min,Conditional,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A055,Avakas Gorge Nature Trail,C03,15–30 min,Yes,Normal weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A057,Agios Georgios Pegeia Sunset,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A063,Chloraka Coastal Sunset,C01,0–15 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A064,Coral Bay Sunset View,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A065,Episkopi Rock Viewpoint,C08,15–30 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A067,Pafos Harbour & Molos Sunset Walk,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A068,Kissonerga Sunset Coast,C03,15–30 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A069,Adonis Baths Waterfalls Theme Park,C08,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A070,Petra tou Romiou – Aphrodite's Rock,C02,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A071,Kefalovryso Water Spring – Kritou Terra,C04,30–45 min,Conditional,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A072,Kremmiotis Waterfall,C04,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A073,Old Theletra Seasonal Waterfall,C04,30–45 min,Conditional,Conditional weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A077,EDRO III Shipwreck Viewpoint,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A078,Boat Ramp Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A079,St George Caves Dive Site,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A080,White River Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A081,Amphitheatre Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A082,Pistol Bay Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A083,Municipal Baths Snorkelling Park,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A084,Pafos Coastal Parasailing,C01,0–15 min,Yes,Normal weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A087,Amphorae Caves Dive Site,C01,0–15 min,Yes,Normal weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A088,Laboe Wreck Dive,C01,0–15 min,No,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A089,Sea Caves Dive Site,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A090,Municipal Baths Beach,C01,0–15 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A091,Vrysoudia A Beach,C01,0–15 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A092,Faros Beach,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A097,Laourou Beach,C03,15–30 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A098,Coral Bay Beach,C03,15–30 min,Conditional,Heat,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A101,Cycling Route 2 – Diarizos Valley,C02,15–30 min,Conditional,Normal weather,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A102,Elea Golf Club,C02,15–30 min,Conditional,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A103,Aphrodite Hills Golf Course & PGA National Academy,C02,15–30 min,Conditional,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A104,Cycling Route 4 – Aphrodite's Birthplace,C02,15–30 min,Conditional,Normal weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A105,Secret Valley Golf Club,C02,15–30 min,Conditional,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A106,Eagle Mountain Ranch Horse Trek,C08,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A108,Cycling Route 6 – Pegeia to Akamas,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A109,Cycling Route 1 – Panorama & Countryside,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A113,Minthis Golf Club & Academy,C08,15–30 min,Conditional,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A114,Almyraspa – Couples Wellness / Taste of the Sea,C01,0–15 min,Yes,Rain + Heat,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A115,Elysium O'Spa Experience,C01,0–15 min,Yes,Rain + Heat,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,30–45 min,Conditional,Rain + Heat,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A117,Secret Forest Thermal & Wellness Experience,C04,30–45 min,Conditional,Rain + Heat,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A118,Minthis Spa Wellness Experience,C08,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A127,Alykes Beach,C01,0–15 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A130,Geroskipou Municipal Beach,C02,15–30 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A131,Kafizis Beach,C03,15–30 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A133,Pachyammos Beach – Paphos,C01,0–15 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A136,Vrysoudia Beach B,C01,0–15 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A139,Agios Georgios / Fisherman’s Bay Beach,C03,15–30 min,Yes,Heat,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A140,Timi–Mandria Coast,C02,15–30 min,Yes,Heat,7,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A141,Royal Manor of Kouklia,C02,15–30 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A142,Agios Georgios Pegeia Early Christian Basilicas,C03,15–30 min,Yes,Conditional weather,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A143,Pafos Harbour Sunset Cruise – Product Family,C01,0–15 min,No,Conditional weather,10,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A144,Pafos Coastal Sailing / Day Cruise – Product Family,C01,0–15 min,No,Conditional weather,9,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A145,Pafos Deep-Sea Fishing Trip – Product Family,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A146,Pafos Tuna Fishing Trip – Product Family,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A147,Vera K Wreck Dive,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A148,White Star Wreck Dive,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A149,Queens Bay Dive Site,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A150,The Stadium Dive Site,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H027,Louis Paphos Breeze,C01,PFO-A151,George's Ranch – Sea Caves Sunset Horse Ride,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A152,Aphrodite Hills Riding Club – Guided Countryside Trail,C02,15–30 min,Yes,Conditional weather,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-A155,Yeroskipou Equestrian – Riding Session / Trail Option,C02,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A002,Aphrodite Delights – Loukoumi Geroskipou Visit,C02,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A003,Ineia Village Centre & Basket-Weaving Heritage,C04,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A004,Lemba Pottery Private Lesson,C04,30–45 min,Conditional,Rain + Heat,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A006,"The Place – Arts, Cypriot Crafts & Traditions Creative Experience",C01,0–15 min,No,Rain + Heat,9,Draft
PFO-H028,Louis Ledra Beach,C01,PFO-A010,Avgoustinos Pottery Workshop Visit / Clay Experience,C02,15–30 min,Conditional,Rain + Heat,10,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A012,Agia Paraskevi Byzantine Church,C02,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A013,Archaeological Park of Kato Pafos,C01,0–15 min,Yes,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A014,Early Christian Basilica – St Paul's Pillar – Chrysopolitissa / Agia Kyriaki,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A015,Pafos Medieval Castle,C01,0–15 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A016,Saranta Kolones (Forty Columns) Castle,C01,0–15 min,Yes,Normal weather,7,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A017,Tombs of the Kings,C01,0–15 min,Yes,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A019,Pano Arodes Village Walk & Saint Kalandionas,C04,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A023,Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions,C04,30–45 min,Conditional,Rain + Heat,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A025,Maa–Palaiokastro Museum,C03,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A026,Episkopi Environmental Information Centre,C08,15–30 min,No,Rain + Heat,7,Draft
PFO-H028,Louis Ledra Beach,C01,PFO-A028,Byzantine Museum Geroskipou,C02,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A029,Local Ethnographic Museum of Geroskipou,C02,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A030,Inia Basket Weaving Museum,C04,30–45 min,Conditional,Rain + Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A031,Kato Akourdaleia Folk Art Museum,C04,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A032,Palaipafos Museum / Sanctuary of Aphrodite,C02,15–30 min,Yes,Rain,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A033,Kritou Terra Environmental Study Centre,C04,30–45 min,No,Rain + Heat,7,Draft
PFO-H028,Louis Ledra Beach,C01,PFO-A034,Archaeological Museum of the Pafos District,C01,0–15 min,Yes,Rain + Heat,6,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A035,Pafos Ethnographical Museum,C01,0–15 min,Yes,Rain + Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A040,Agios Neophytos Monastery Museum & Enkleistra,C08,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A041,Old Town Pafos Crafts & Municipal Market Walk,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A042,Sterna Boutique Winery & Wine Museum,C04,30–45 min,Conditional,Rain,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A043,Vasilikon Winery,C04,30–45 min,Conditional,Rain,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A044,Tsangarides Winery,C08,15–30 min,Yes,Rain,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A045,Makarounas Vineyards,C08,15–30 min,Yes,Rain,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A046,Fikardos Winery,C08,15–30 min,Yes,Rain,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A052,Ezousa Circular Nature Trail,C08,15–30 min,Conditional,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A055,Avakas Gorge Nature Trail,C03,15–30 min,Yes,Normal weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A057,Agios Georgios Pegeia Sunset,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A063,Chloraka Coastal Sunset,C01,0–15 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A064,Coral Bay Sunset View,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A065,Episkopi Rock Viewpoint,C08,15–30 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A067,Pafos Harbour & Molos Sunset Walk,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A068,Kissonerga Sunset Coast,C03,15–30 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A069,Adonis Baths Waterfalls Theme Park,C08,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A070,Petra tou Romiou – Aphrodite's Rock,C02,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A071,Kefalovryso Water Spring – Kritou Terra,C04,30–45 min,Conditional,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A072,Kremmiotis Waterfall,C04,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A073,Old Theletra Seasonal Waterfall,C04,30–45 min,Conditional,Conditional weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A077,EDRO III Shipwreck Viewpoint,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A078,Boat Ramp Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A079,St George Caves Dive Site,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A080,White River Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A081,Amphitheatre Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A082,Pistol Bay Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A083,Municipal Baths Snorkelling Park,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A084,Pafos Coastal Parasailing,C01,0–15 min,Yes,Normal weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A087,Amphorae Caves Dive Site,C01,0–15 min,Yes,Normal weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A088,Laboe Wreck Dive,C01,0–15 min,No,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A089,Sea Caves Dive Site,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A090,Municipal Baths Beach,C01,0–15 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A091,Vrysoudia A Beach,C01,0–15 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A092,Faros Beach,C01,0–15 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A097,Laourou Beach,C03,15–30 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A098,Coral Bay Beach,C03,15–30 min,Conditional,Heat,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A101,Cycling Route 2 – Diarizos Valley,C02,15–30 min,Conditional,Normal weather,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A102,Elea Golf Club,C02,15–30 min,Conditional,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A103,Aphrodite Hills Golf Course & PGA National Academy,C02,15–30 min,Conditional,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A104,Cycling Route 4 – Aphrodite's Birthplace,C02,15–30 min,Conditional,Normal weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A105,Secret Valley Golf Club,C02,15–30 min,Conditional,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A106,Eagle Mountain Ranch Horse Trek,C08,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A108,Cycling Route 6 – Pegeia to Akamas,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A109,Cycling Route 1 – Panorama & Countryside,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A113,Minthis Golf Club & Academy,C08,15–30 min,Conditional,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A114,Almyraspa – Couples Wellness / Taste of the Sea,C01,0–15 min,Yes,Rain + Heat,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A115,Elysium O'Spa Experience,C01,0–15 min,Yes,Rain + Heat,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,30–45 min,Conditional,Rain + Heat,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A117,Secret Forest Thermal & Wellness Experience,C04,30–45 min,Conditional,Rain + Heat,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A118,Minthis Spa Wellness Experience,C08,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A127,Alykes Beach,C01,0–15 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A130,Geroskipou Municipal Beach,C02,15–30 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A131,Kafizis Beach,C03,15–30 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A133,Pachyammos Beach – Paphos,C01,0–15 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A136,Vrysoudia Beach B,C01,0–15 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A139,Agios Georgios / Fisherman’s Bay Beach,C03,15–30 min,Yes,Heat,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A140,Timi–Mandria Coast,C02,15–30 min,Yes,Heat,7,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A141,Royal Manor of Kouklia,C02,15–30 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A142,Agios Georgios Pegeia Early Christian Basilicas,C03,15–30 min,Yes,Conditional weather,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A143,Pafos Harbour Sunset Cruise – Product Family,C01,0–15 min,No,Conditional weather,10,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A144,Pafos Coastal Sailing / Day Cruise – Product Family,C01,0–15 min,No,Conditional weather,9,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A145,Pafos Deep-Sea Fishing Trip – Product Family,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A146,Pafos Tuna Fishing Trip – Product Family,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A147,Vera K Wreck Dive,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A148,White Star Wreck Dive,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A149,Queens Bay Dive Site,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A150,The Stadium Dive Site,C01,0–15 min,No,Conditional weather,7,Needs Recheck
PFO-H028,Louis Ledra Beach,C01,PFO-A151,George's Ranch – Sea Caves Sunset Horse Ride,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A152,Aphrodite Hills Riding Club – Guided Countryside Trail,C02,15–30 min,Yes,Conditional weather,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-A155,Yeroskipou Equestrian – Riding Session / Trail Option,C02,15–30 min,Conditional,Conditional weather,7,Needs Recheck
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A001,Fyti Weaving Workshop with Local Weaver,C07,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A003,Ineia Village Centre & Basket-Weaving Heritage,C04,15–30 min,Yes,Conditional weather,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A004,Lemba Pottery Private Lesson,C04,15–30 min,Yes,Rain + Heat,10,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A005,Lysos Maxiles Traditional Fig Heritage,C07,15–30 min,No,Rain + Heat,8,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A011,Tzelefos Medieval Bridge,C12,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A019,Pano Arodes Village Walk & Saint Kalandionas,C04,15–30 min,Yes,Conditional weather,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A021,Skarfos Medieval Bridge,C07,15–30 min,Yes,Conditional weather,8,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A023,Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A024,Sea and Culture Museum Interactive Visit | Sea and Culture Museum,C05,0–15 min,Yes,Rain + Heat,8,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A025,Maa–Palaiokastro Museum,C03,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A027,Fyti Weaving Museum,C07,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A030,Inia Basket Weaving Museum,C04,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A031,Kato Akourdaleia Folk Art Museum,C04,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A033,Kritou Terra Environmental Study Centre,C04,15–30 min,No,Rain + Heat,7,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A036,Byzantine Museum of Arsinoe,C07,15–30 min,Yes,Rain + Heat,6,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A037,Polis Archaeological Museum Marion / Arsinoe,C05,0–15 min,Yes,Rain + Heat,7,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A039,Steni Museum of Village Life,C07,15–30 min,No,Rain + Heat,7,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A042,Sterna Boutique Winery & Wine Museum,C04,15–30 min,Yes,Rain,10,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A043,Vasilikon Winery,C04,15–30 min,Yes,Rain,10,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A049,Aphrodite Nature Trail,C05,0–15 min,No,Normal weather,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A050,Smigies Nature Trail – Short Route,C05,0–15 min,Yes,Normal weather,8,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A051,Anadiou Forest Seasonal Streams & Small Waterfalls,C12,30–45 min,No,Normal weather,7,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A055,Avakas Gorge Nature Trail,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A057,Agios Georgios Pegeia Sunset,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-A058,Fontana Amorosa,C05,0–15 min,Yes,Conditional weather,10,Verified
